0.66	0.72
0.83	0.47
0.80	0.63
0.73	0.59
0.80	0.63
0.74	0.44
0.63	0.16
0.59	0.41
0.66	0.72
0.67	0.18
0.31	0.24
0.35	0.43
0.39	0.52
0.33	0.43
0.38	0.38
0.35	0.48
0.39	0.48
0.38	0.38
0.31	0.24
0.47	0.44
0.78	0.81
0.71	0.85
0.81	0.81
0.77	0.77
0.72	0.83
0.77	0.85
0.62	0.87
0.58	0.70
0.78	0.81
0.74	0.95
